Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
143	281	0	1.97499836	0.0201357425	0.000393196586	-0.0259542202	0.0234078706	0.00151322612	1.51702304	0	100	0	0	3
144	283	0	1.98880954	0.000139965588	0.000313607993	-0.0259542202	0.0234078706	0.00151322612	1.51702304	0	100	0	0	3
145	285	0	2.00262072	0.00187458602	0.000292878713	-0.0259542202	0.0234078706	0.00151322612	1.51702304	0	100	0	0	3
146	287	0	2.01643189	-0.00172775187	0.000194887225	-0.0259542202	0.0234078706	0.00151322612	1.51702304	0	100	0	0	3
147	289	0	2.03024307	0.00266560987	0.000207413968	-0.0259542202	0.0234078706	0.00151322612	1.51702304	0	100	0	0	3
148	291	0	2.04405425	0.00195427385	0.000322020516	-0.0259542202	0.0234078706	0.00151322612	1.51702304	0	100	0	0	3
149	295	0	2.05786543	-0.0171782029	-6.54466142e-05	-0.0259542202	0.0234078706	0.00151322612	1.51702304	0	100	0	0	3
150	298	0	2.0716766	-0.00134271177	-4.16394302e-05	-0.0259542202	0.0234078706	0.00151322612	1.51702304	0	100	0	0	3
151	299	0	2.08548778	0.00224325775	-4.67171469e-05	-0.0259542202	0.0234078706	0.00151322612	1.51702304	0	100	0	0	3
152	301	0	2.09929896	0.000406496702	6.98408662e-06	-0.0259542202	0.0234078706	0.00151322612	1.51702304	0	100	0	0	3
153	303	0	2.11311014	-0.0025064092	-0.000419861592	-0.0259542202	0.0234078706	0.00151322612	1.51702304	0	100	0	0	3
154	305	0	2.12692131	0.00268828312	-0.000334082265	-0.0259542202	0.0234078706	0.00151322612	1.51702304	0	100	0	0	3
155	307	0	2.14073249	0.00269386993	0.000426289074	-0.0259542202	0.0234078706	0.00151322612	1.51702304	0	100	0	0	3
156	309	0	2.15454367	0.00246988865	0.000562850946	-0.0259542202	0.0234078706	0.00154709618	1.41437248	0	100	0	0	3
157	311	0	2.16835484	-0.00273634416	0.000501733515	-0.0259542202	0.0234078706	0.00154709618	1.41661331	0	100	0	0	3
158	315	0	2.18216602	-0.00239867153	0.000373797214	-0.0259542202	0.0234078706	0.00154709618	1.38912435	0	100	0	0	3
159	320	0	2.1959772	-0.0144075276	-6.77151959e-05	-0.0259542202	0.0234078706	0.00154709618	1.38905558	0	100	0	0	3
160	324	0	2.20978838	-0.0237716477	-0.000746393012	-0.0259542202	0.0234078706	0.00154709618	1.41527357	0	100	0	0	3
161	327	0	2.22359955	-0.00182479062	-0.000755703707	-0.0259542202	0.0234078706	0.00154709618	1.51702304	0	100	0	0	3
162	329	0	2.23741073	-0.00245832481	-0.000120679508	-0.0237716477	0.0234078706	0.00154709618	1.51702304	0	100	0	0	3
163	331	0	2.25122191	-0.0024034736	-0.000129632403	-0.0237716477	0.0234078706	0.00154709618	1.51702304	0	100	0	0	3
164	333	0	2.26503309	0.00238913331	-0.00012092465	-0.0237716477	0.0234078706	0.00154709618	1.51702304	0	100	0	0	3
165	335	0	2.27884426	0.0315724896	0.000808340606	-0.0237716477	0.0315724896	0.00179258584	1.51702304	0	100	0	0	3
166	337	0	2.29265544	-0.00249901752	0.00118876937	-0.0237716477	0.0315724896	0.00207029104	1.51702304	0	100	0	0	3
167	338	0	2.30646662	-0.000797879529	0.00112831508	-0.0237716477	0.0315724896	0.00194447308	1.51702304	0	100	0	0	3
168	340	0	2.3202778	0.00152454921	0.000676371403	-0.0237716477	0.0315724896	0.00194447308	1.51702304	0	100	0	0	3
169	342	0	2.33408897	0.0288534979	0.00140083031	-0.0237716477	0.0315724896	0.00215653402	1.51702304	0	100	0	0	3
170	344	0	2.34790015	0.00179605963	0.0015264463	-0.0237716477	0.0315724896	0.00228215	1.51702304	0	100	0	0	3
171	346	0	2.36171133	0.00222446276	0.00165161215	-0.0237716477	0.0315724896	0.00240731585	1.51702304	0	100	0	0	3
172	348	0	2.3755225	0.00292585796	0.00180456475	-0.0237716477	0.0315724896	0.00256026845	1.51702304	0	100	0	0	3
173	350	0	2.38933368	-0.00271335979	0.00109858555	-0.0237716477	0.0315724896	0.00256026845	1.51702304	0	100	0	0	3
174	352	0	2.40314486	0.00155814437	0.00108847687	-0.0237716477	0.0315724896	0.00256026845	1.51702304	0	100	0	0	3
175	353	0	2.41695604	-0.000313254046	0.00100663752	-0.0237716477	0.0315724896	0.00256026845	1.51702304	0	100	0	0	3
176	355	0	2.43076721	0.00227636019	0.000991931141	-0.0237716477	0.0315724896	0.00256026845	1.51702304	0	100	0	0	3
177	357	0	2.44457839	0.00135443417	0.000917802816	-0.0237716477	0.0315724896	0.00256026845	1.51702304	0	100	0	0	3
178	359	0	2.45838957	-0.00237414104	0.00092685005	-0.0237716477	0.0315724896	0.00256026845	1.51702304	0	100	0	0	3
179	361	0	2.47220075	-0.00207093924	0.000816824762	-0.0237716477	0.0315724896	0.00256026845	1.51702304	0	100	0	0	3
180	363	0	2.48601192	0.00197376122	0.000325960403	-0.0237716477	0.0315724896	0.00256026845	1.51702304	0	100	0	0	3
181	365	0	2.4998231	0.00267414222	0.000394451664	-0.0237716477	0.0315724896	0.00256026845	1.51702304	0	100	0	0	3
182	366	0	2.51363428	0.00240088236	0.000408675889	-0.0237716477	0.0315724896	0.00256026845	1.51702304	0	100	0	0	3
183	368	0	2.52744546	0.00226150664	0.000516493686	-0.0237716477	0.0315724896	0.00256026845	1.51702304	0	100	0	0	3
184	370	0	2.54125663	0.0132008635	0.000801230271	-0.0237716477	0.0315724896	0.00256026845	1.51702304	0	100	0	0	3
185	372	0	2.55506781	0.0172453787	0.00121450338	-0.0237716477	0.0315724896	0.00256026845	1.51702304	0	100	0	0	3
186	374	0	2.56887899	0.00219123366	0.00173800166	-0.0237716477	0.0315724896	0.00256026845	1.51702304	0	100	0	0	3
187	376	0	2.58269017	0.00160033246	0.0018175434	-0.0237716477	0.0315724896	0.0025732471	1.51702304	0	100	0	0	3
188	378	0	2.59650134	-0.00281497657	0.00168083436	-0.0237716477	0.0315724896	0.0025732471	1.51702304	0	100	0	0	3
189	381	0	2.61031252	-0.00235747186	0.00160613251	-0.0237716477	0.0315724896	0.0025732471	1.51702304	0	100	0	0	3
190	383	0	2.6241237	-0.00164093176	0.00162952379	-0.0237716477	0.0315724896	0.0025732471	1.51702304	0	100	0	0	3
191	386	0	2.63793487	-0.00175911075	0.00150932396	-0.0237716477	0.0315724896	0.0025732471	1.51702304	0	100	0	0	3
192	388	0	2.65174605	-0.0016925406	0.00139077232	-0.0237716477	0.0315724896	0.0025732471	1.51702304	0	100	0	0	3
193	391	0	2.66555723	-0.00183188116	0.00127450827	-0.0237716477	0.0315724896	0.0025732471	1.51702304	0	100	0	0	3
194	394	0	2.67936841	-0.00165124008	0.00130383541	-0.0237716477	0.0315724896	0.0025732471	1.51702304	0	100	0	0	3
195	397	0	2.69317958	-0.0026218821	0.00129780269	-0.0237716477	0.0315724896	0.0025732471	1.51702304	0	100	0	0	3
196	399	0	2.70699076	0.000531278369	0.0017015542	-0.0237716477	0.0315724896	0.0025732471	1.51702304	0	100	0	0	3
197	402	0	2.72080194	-0.0014375185	0.00230517931	-0.00281497657	0.0315724896	0.00306088302	1.51702304	0	100	0	0	3
198	404	0	2.73461312	0.00294357689	0.00243405411	-0.00281497657	0.0315724896	0.00256368652	1.51702304	0	100	0	0	3
199	405	0	2.74842429	0.00187629546	0.00255120601	-0.00281497657	0.0315724896	0.00268083841	1.51702304	0	100	0	0	3
200	407	0	2.76223547	0.00187013073	0.00266670883	-0.00281497657	0.0315724896	0.00278763348	1.51702304	0	100	0	0	3
